Molecule_name,Bioavailability,ACD_logS_Intrinsic,ACD_LogP,ACD_MW,ACD_PSA,ACD_FRB,ACD_Rule_Of_5,ACD_LogD_3,ACD_LogD_4,Num_H_Donors,Num_H_Acceptors,Num_H_total,Molecular_Volume,Molecular_SurfaceArea,RadOfGyration,ACD_LogD_2**2,ACD_LogD_3**2,ACD_MW**2,canonical_smiles
Drotaverine,58,-6.0700002,6.1500001,397.51001,48.950001,9,1,5.98,6.1199999,1,5,6,282.97,404.03,5.6166043,29.268099,35.760399,158014.2,CCOc1ccc(cc1OCC)/C=C\2/c3cc(c(cc3CCN2)OCC)OCC
Atenolol,58,-1.29,0.096500002,266.34,84.580002,9,0,-2.5,-1.74,3,4,7,185.21001,285.64001,4.2028966,8.5264006,6.25,70936.992,CC(C)NC[C@H](COc1ccc(cc1)CC(=O)N)O
Artemether,58,-3.53,3.0699999,298.37,46.150002,1,0,3.0699999,3.0699999,0,5,5,211.63,274.54999,3.4896307,9.4249001,9.4249001,89024.656,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC)C
Oxytetracycline,58,-3.55,-0.13,460.42999,201.85001,8,2,-2.28,-2.99,7,10,17,289.48999,435.39999,4.3269691,3.9600999,5.1984,211995.78,C[C@]1(c2cccc(c2C(=C3[C@@H]1[C@@H]([C@H]4[C@@H](C(=C(C(=O)[C@]4(C3=O)O)C(=O)N)O)N(C)C)O)O)O)O
Acitretin,59,-4.4899998,5.73,326.42999,46.529999,6,1,3.8900001,3.03,1,3,4,246.27,363.82001,5.4060941,23.328899,15.132101,106556.54,Cc1cc(c(c(c1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC
Erlotinib,59,-3.22,0.88999999,393.44,74.730003,9,0,0.87,0.88999999,1,7,8,261.35999,392.31,5.5452833,0.54760003,0.75690001,154795.03,COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C
Sulfadimethoxine,59.099998,-3.51,1.48,310.32999,124.81,4,0,1.01,0.31999999,2,7,9,189.33,292.23001,4.6571217,1.9880999,1.0201,96304.703,COc1cc(nc(n1)OC)NS(=O)(=O)c2ccc(cc2)N
Permethrin,60,-6.8800001,7.1500001,391.29001,35.529999,7,1,7.1500001,7.1500001,0,3,3,263.76001,363.87,5.0313649,51.122501,51.122501,153107.88,CC1([C@H]([C@H]1C(=O)OCc2cccc(c2)Oc3ccccc3)C=C(Cl)Cl)C
Gefitinib,60,-5.3600001,2.6099999,446.89999,68.739998,7,0,1.73,2.3499999,1,7,8,287.76999,415.88,5.4374824,0.60839993,2.9929001,199719.61,COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F
Haloperidol,60,-3.9300001,3.01,375.85999,40.540001,7,0,1.25,2.0799999,1,3,4,251.75999,353.94,4.8369756,0.16000001,1.5625,141270.73,c1cc(cc(c1)Cl)C2(CCN(CC2)CCCC(=O)c3ccc(cc3)F)O
Ziprasidone,60,-5.4099998,4,412.94,76.709999,4,0,2.26,3.0699999,1,4,5,268.91,371.01999,5.2848439,2.1316001,5.1075997,170519.45,c1ccc2c(c1)c(ns2)N3CCN(CC3)CCc4cc5c(cc4Cl)NC(=O)C5
Trichlormethiazide,60,-3.05,0.23999999,380.66,135.12,2,0,0.16,-0.17,3,5,8,200.64999,294.95001,3.5748219,0.052900001,0.025599999,144902.03,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)N[C@@H](N2)C(Cl)Cl
Proguanil,60,-3.3800001,2.6600001,253.73,88.790001,3,1,0.69,0.88,3,5,8,168.06,266.54999,4.0287118,0.43560004,0.4761,64378.91,CC(C)/N=C(\N)/N=C(\N)/Nc1ccc(cc1)Cl
Flucloxacillin,60,-4.6799998,2.0899999,467.89999,138.03999,4,0,-1.51,-1.64,2,6,8,291.54001,423.01001,4.2537985,0.90249997,2.2800999,218930.41,Cc1c(c(no1)c2c(cccc2Cl)F)C(=O)N[C@@H]3[C@H]4N(C3=O)[C@](C(S4)(C)C)(C)C(=O)O
Tolfenamic_acid,60,-4.8299999,5.77,261.70001,49.330002,3,1,3.0999999,2.71,2,3,5,169.78,246.28,3.5231035,15.523601,9.6099997,68486.898,Cc1c(cccc1Cl)Nc2ccccc2C(=O)O
Fluoxetine,60,-3.6600001,4.0900002,309.32999,21.26,6,0,1.12,1.5599999,1,2,3,198.92999,287.54999,4.163887,1,1.2544,95685.039,CNCC[C@@H](c1ccccc1)Oc2ccc(cc2)C(F)(F)F
Dutasteride,60,-8.8299999,8.2200003,526.56,41.130001,3,2,8.2200003,8.2200003,2,2,4,336.48001,456.98001,4.7684784,67.568405,67.568405,277265.44,C[C@@]12CC[C@@H]3[C@@H]([C@H]1CC[C@H]2C(=C)Nc4cc(ccc4C(F)(F)F)C(F)(F)F)CC[C@H]5[C@]3(C=CC(=O)N5)C
Ciprofloxacin,60,-4.8600001,2.9200001,331.34,73.739998,3,0,1.47,1.15,1,6,7,213.67999,296.63,4.0849271,2.3408999,2.1609001,109786.2,c1c2c(=O)c(cn(c2nc(c1F)N3CCCCC3)C4CC4)C(=O)O
Cerivastatin,60,-4.1999998,3.7,459.54999,99.879997,13,0,1.36,0.60000002,3,6,9,316.23999,475.25,4.8465829,4.0401001,1.8496001,211186.19,CC(C)c1c(c(c(c(n1)C(C)C)/C=C/[C@H](C[C@H](CC(=O)O)O)O)c2ccc(cc2)F)COC
Pentaerythritol_tetranitrate,60,-3.9200001,4.5700002,316.14001,220.2,12,1,4.5700002,4.5700002,0,12,12,162.58,299.13,3.1130755,20.884901,20.884901,99944.508,C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-]
Ribavirin,60,-1.41,-2.26,244.2,143.72,6,1,-2.26,-2.26,4,7,11,142.34,233.78999,3.4515738,5.1075997,5.1075997,59633.637,c1nc(nn1[C@@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N
Oxycodone,60,-2.3299999,1.67,315.35999,59,2,0,0.47,1.21,1,5,6,215.39999,285.81,3.381088,0.2209,0.2209,99451.922,C[N@@]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)OC
Granisetron,60,-3.4100001,1.47,312.41,50.16,2,0,-1.6,-1.42,1,3,4,215.39999,302.67999,4.5097404,2.6243999,2.5600002,97600.008,Cn1c2ccccc2c(n1)C(=O)NC3C[C@H]4CCC[C@H](C3)N4C
Cilazapril,60,-2.8499999,0.73000002,417.5,99.18,9,0,-2.1099999,-2.73,2,7,9,287.09,406.01001,4.4374022,1.8225001,4.4520993,174306.25,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H]2CCC[N@@]3CCC[C@H](N3C2=O)C(=O)O
Gabapentin,60,-0.54000002,0.83999997,157.21001,63.32,3,0,-1.66,-1.66,2,3,5,113.18,171.44,2.549155,2.7888999,2.7556,24714.986,C1CCC(CC1)(CN)C(=O)O
Aminolevulinic_acid,60,0.69999999,-0.93000001,131.13,80.389999,5,0,-3.3299999,-3.55,2,4,6,84.370003,146.46001,2.6029296,10.9561,11.0889,17195.078,C(CC(=O)O)C(=O)CN
Methylergonovine,60,-2.6400001,1.6799999,339.42999,68.360001,5,0,0.46000001,1.21,3,3,6,232.21001,331.51999,4.4652462,0.2209,0.21160001,115212.72,CC[C@@H](CO)NC(=O)[C@H]1C[N@]([C@@H]2Cc3c[nH]c4c3c(ccc4)C2=C1)C
Cimetidine,60,-2.6500001,0.071800001,252.34,114.19,5,0,-0.89999998,-0.25,3,6,9,173.21001,272.44,4.3601298,3.0976,0.80999994,63675.473,Cc1c(nc[nH]1)CSCCN/C(=N/C)/NC#N
Ramixotidine,60,-2.1099999,-0.36000001,321.39001,96.239998,7,0,-0.36000001,-0.36000001,1,4,5,214.71001,324,5.4632106,0.1444,0.1296,103291.54,CN(C)c1ccc(o1)CSCCNC(=O)c2ccc[n+](c2)[O-]
Azathioprine,60,-1.58,-0.99000001,277.26001,143.39999,3,0,-1.02,-1.16,1,7,8,161.2,261.41,3.2145064,1,1.0403999,76873.109,Cn1cnc(c1Sc2c3c(nc[nH]3)ncn2)[N+](=O)[O-]
Penicillin_V,60,-3.1800001,1.88,350.39001,121.24,5,0,-1.7,-1.85,2,6,8,221.57001,327.34,4.4224696,1.21,2.8900001,122773.16,CC1([C@H](N2[C@@H](S1)[C@H](C2=O)NC(=O)COc3ccccc3)C(=O)O)C
Olanzapine,60,-4.4099998,3.3,312.42999,59.110001,1,0,1.62,2.5,1,4,5,216.42999,298.23999,4.0839124,0.3249,2.6243999,97612.5,Cc1cc2c(s1)Nc3ccccc3N=C2N4CCN(CC4)C
Ketotifen,60,-4.6999998,4.8800001,309.42999,48.549999,0,0,2.47,3.28,0,2,2,215.06,292.64999,3.6842175,3.6863999,6.1009002,95746.922,CN1CCC(=C2c3ccccc3CC(=O)c4c2ccs4)CC1
Trimazosin,61,-2.5699999,-0.76999998,435.47,132.5,8,1,-0.99000001,-0.81,2,10,12,296,449.26999,5.7251043,2.7224998,0.98010004,189634.13,CC(C)(COC(=O)N1CCN(CC1)c2nc3c(cc(c(c3OC)OC)OC)c(n2)N)O
Bepridil,61,-5.1500001,6.1799998,366.54001,15.71,10,1,3.3099999,3.8900001,0,3,3,277.48001,381.13,4.2940025,9.6099997,10.9561,134351.58,CC(C)COC[C@@H](CN1CCCC1)N(Cc2ccccc2)c3ccccc3
Valganciclovir,61,-2.24,-1.28,354.35999,167.08,11,2,-2.53,-1.78,4,10,14,225.69,360.35999,4.9936495,11.971601,6.4008999,125571,CC(C)[C@H](C(=O)OC[C@@H](CO)OCn1cnc2c1[nH]c(nc2=O)N)N
Calcitriol,61,-5.5100002,6.1199999,416.64001,60.689999,9,1,6.1199999,6.1199999,3,3,6,322.76001,444.53,5.4663668,37.454399,37.454399,173588.91,C[C@@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
Timolol,61,-2.1400001,0.064599998,316.42001,107.98,8,0,-2.25,-1.4299999,2,7,9,221.92,328,4.7139187,8.1795998,5.0625,100121.63,CC(C)(C)NC[C@@H](COc1c(nsn1)N2CCOCC2)O
Montelukast,62,-7.98,7.8000002,586.17999,95.720001,13,2,6.0500002,5.1900001,2,5,7,403.01999,562.53998,5.6567302,48.860096,36.602501,343606.97,CC(C)(c1ccccc1CC[C@H](c2cccc(c2)/C=C\c3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)O)O
Ondansetron,62,-3.0999999,2,279.34,39.82,2,0,1.55,1.91,0,2,2,187.96001,269.03,3.9989405,0.5625,2.4024999,78030.836,Cn1c2ccccc2c3c1CC[C@H](C3=O)Cn4ccnc4
Mesna,62,-0.13,-1.2,142.2,104.38,3,0,-4.6900001,-4.6999998,2,4,6,81.290001,132.58,2.1006889,21.529598,21.996101,20220.84,C(CS(=O)(=O)O)S
Ampicillin,62,-2.5999999,1.35,349.39999,138.03,5,0,-1.47,-2,3,6,9,223.28999,332.48999,3.7953413,1.4161001,2.1609001,122080.36,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)C(=O)O)C
Aprepitant,62.5,-6.2600002,4.23,534.42999,75.190002,6,1,4.23,4.23,2,6,8,310.75,446,4.2130404,17.7241,17.8929,285615.41,C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H]([N@@](CCO2)Cc3[nH][nH]c(=O)n3)c4ccc(cc4)F
Almitrine,63,-4.6700001,2.8399999,477.54999,69.209999,8,0,2.3699999,2.75,2,7,9,313.14999,457.76001,5.4866405,2.3408999,5.6168995,228053.98,C=CCNc1nc(nc(n1)N2CCN(CC2)C(c3ccc(cc3)F)c4ccc(cc4)F)NCC=C
Atomoxetine,63,-3.03,3.28,255.35001,21.26,6,0,0.30000001,0.70999998,1,2,3,188.64,266.73999,3.7282212,0.040000003,0.090000004,65203.625,Cc1ccccc1O[C@H](CCNC)c2ccccc2
Amiprilose,63,-0.5,0.88,305.37,80.620003,9,0,-1.78,-1.05,2,7,9,217.8,314.07001,4.1275306,4.6225004,3.1683998,93250.836,CC1(O[C@@H]2[C@H]([C@H](O[C@@H]2O1)[C@@H](CO)O)OCCCN(C)C)C
Doxazosin,63,-3.95,0.64999998,451.48001,112.27,4,1,0.38,0.60000002,1,9,10,290.51999,428.04001,5.9150248,0.10890001,0.1444,203834.2,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)[C@@H]4COc5ccccc5O4
Finasteride,63,-4.1999998,3.24,372.54001,58.200001,2,0,3.24,3.24,2,2,4,279.54001,380.13,4.3849325,10.4976,10.4976,138786.06,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@H]4[C@@]3(C=CC(=O)N4)C
Tiopronin,63,-0.41999999,-0.33000001,163.19,105.2,4,0,-3.49,-3.98,3,4,7,104.95,173.17999,2.5387638,6.7599993,12.1801,26630.977,C[C@@H](C(=O)NCC(=O)O)S
Chlorthalidone,64,-3.1199999,-0.74000001,338.76999,117.87,3,0,-0.74000001,-0.74000001,3,4,7,194.48,288.78,3.7457519,0.54760003,0.54760003,114765.1,c1ccc2c(c1)C(=O)N[C@@]2(c3ccc(c(c3)S(=O)(=O)N)Cl)O
Atazanavir,64,-5.54,5.1999998,704.85999,171.22,19,4,5.1900001,5.1999998,5,9,14,491.17001,735.96002,6.3101354,26.4196,26.9361,496827.59,CC(C)(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](C[N@@](Cc2ccc(cc2)c3ccccn3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC
Doxapram,64,-3.27,3.23,378.51001,32.779999,6,0,2.0799999,2.8,0,3,3,272.34,374.51001,4.2674289,1.3225,4.3263998,143269.83,CCN1C[C@H](C(C1=O)(c2ccccc2)c3ccccc3)CCN4CCOCC4
Norethindrone,64,-4.3499999,3.3800001,298.42001,37.299999,1,0,3.3800001,3.3800001,1,2,3,221.57001,284.98001,3.6801937,11.4244,11.4244,89054.508,C[C@]12CC[C@@H]3[C@@H]([C@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@@H]34
Riluzole,64,-3.8099999,2.8399999,234.2,76.379997,1,0,2.8399999,2.8399999,1,3,4,126.56,193.53999,3.2822883,8.0655994,8.0655994,54849.637,c1cc2c(cc1OC(F)(F)F)sc(n2)N
Metolazone,65,-4.9899998,3.25,365.82999,100.88,2,0,3.25,3.25,2,4,6,221.23,327.73001,4.1376719,10.5625,10.5625,133831.58,Cc1ccccc1N2[C@@H](Nc3cc(c(cc3C2=O)S(=O)(=O)N)Cl)C
Mizolastine,65,-5.1399999,3.4200001,432.48999,65.760002,5,0,1.6799999,2.47,1,5,6,279.54001,404.26001,4.779707,1.1881001,2.8223999,187047.59,CN(c1[nH]c(=O)ccn1)C2CCN(CC2)c3nc4ccccc4n3Cc5ccc(cc5)F
Thyroxine,65,-5.7399998,5.9299998,776.87,92.779999,7,2,3.3,2.9100001,3,5,8,316.92999,429.85001,4.3802876,11.6281,10.889999,603527,c1c(cc(c(c1I)Oc2cc(c(c(c2)I)O)I)I)C[C@H](C(=O)O)N
Buflomedil,65,-2.8199999,2.47,307.38,48,8,0,-0.52999997,-0.13,0,5,5,222.25999,321.47,4.5394745,0.38440001,0.28089997,94482.469,COc1cc(c(c(c1)OC)C(=O)CCCN2CCCC2)OC
Cabergoline,65,-4.2800002,2.4300001,451.60001,71.68,8,0,-1.33,-0.0060999999,2,4,6,322.76001,460.23999,4.9755144,2.7224998,1.7689002,203942.56,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@@H]2c3cccc4c3c(c[nH]4)C[C@H]2[N@@](C1)CC=C
Indinavir,65,-3.3800001,2.8800001,613.78998,118.03,14,1,2.8399999,2.8699999,4,7,11,432.17001,613.76001,5.4540877,6.6048999,8.0655994,376738.13,CC(C)(C)NC(=O)[C@@H]1C[N@](CC[N@]1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5
Levamisole,65,-2.9300001,1.84,204.28999,40.900002,1,0,-0.14,-0.0583,0,3,3,137.19,186.19,3.3097076,0.022500001,0.0196,41734.402,c1ccc(cc1)[C@H]2CN3CCSC3=N2
Ethoxzolamide,65,-3.48,2.05,258.32001,118.9,3,0,2.05,2.04,1,4,5,151.25999,231.17,4.1001725,4.2024999,4.2024999,66729.227,CCOc1ccc2c(c1)sc(n2)S(=O)(=O)N
Meclofenamic acid,65.099998,-5.6700001,6.6700001,296.14999,49.330002,3,1,3.96,3.6099999,2,3,5,183.84,269.32001,3.7492464,22.848402,15.681601,87704.82,Cc1ccc(c(c1Cl)Nc2ccccc2C(=O)O)Cl
Norzimelidine,66,-2.3,2.6900001,303.20001,24.92,4,0,0.77999997,1.62,1,2,3,186.24001,268.29001,3.6447601,0.00391876,0.60839993,91930.25,CNC/C=C(\c1ccc(cc1)Br)/c2cccnc2
Demeclocycline,66,-4.1300001,-0.87,464.85001,181.62,7,2,-3.5,-3.9000001,6,9,15,286.06,426.25,4.2944107,11.56,12.25,216085.53,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](c4c(ccc(c4C(=O)C3=C([C@@]2(C(=O)C(=C1O)C(=O)N)O)O)O)Cl)O
Risperidone,66,-4.6799998,2.8900001,410.48001,61.939999,4,0,1.51,2.29,0,4,4,270.62,384.69,5.4832745,0.34809998,2.2800999,168493.84,Cc1c(c(=O)n2c(n1)CCCC2)CCN3CCC(CC3)c4c5ccc(cc5on4)F
Tropisetron,66,-3.71,3.53,298.38,34.470001,3,0,0.56999999,1.04,0,3,3,208.53999,286.10001,4.1582909,0.20249999,0.3249,89030.625,Cn1cc(c2c1cccc2)C(=O)OC3C[C@H]4CC[C@H](C3)N4C
Bromfenac,67,-3.96,3.1700001,334.16,80.389999,5,0,0.92000002,0.1,2,4,6,193.78999,284.79999,3.6598334,3.5344,0.84640002,111662.91,c1cc(c(c(c1)C(=O)c2ccc(cc2)Br)N)CC(=O)O
Methamphetamine,67,-1.39,1.9400001,149.23,12.03,3,0,-1.09,-0.79000002,1,1,2,115.93,168.55,2.9403691,1.3225,1.1881001,22269.592,C[C@@H](Cc1ccccc1)NC
Bromopride,67.5,-2.6400001,2.6700001,344.25,67.589996,8,0,-0.15000001,0.49000001,2,4,6,220.89,327.85001,4.5598693,0.15209998,0.022500001,118508.06,CCN(CC)CCNC(=O)c1cc(c(cc1OC)N)Br
Dicloxacillin,67.5,-5.0900002,3.02,470.32999,138.03999,4,0,-0.57999998,-0.70999998,2,6,8,287.76999,419.60999,4.5856533,0.00080089003,0.33639997,221210.3,Cc1c(c(no1)c2c(cccc2Cl)Cl)C(=O)N[C@H]3[C@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
Maprotiline,68,-4.3299999,4.5100002,277.39999,12.03,4,0,1.45,1.65,1,1,2,205.11,269.69,3.7588522,1.9880999,2.1025002,76950.758,CNCCCC12CCC(c3c1cccc3)c4c2cccc4
Aspirin,68,-1.95,1.1900001,180.16,63.599998,3,0,-1.59,-1.89,1,4,5,112.84,177.62,2.9173038,0.64000005,2.5281,32457.627,CC(=O)Oc1ccccc1C(=O)O
Piritrexim,68,-4.0500002,4.0500002,325.37,109.17,4,0,2.9400001,3.6500001,2,7,9,219.86,335.39999,4.2686896,4.4099994,8.6436005,105865.63,Cc1c2c(c(nc1N)N)nc(cn2)Cc3cc(ccc3OC)OC
Telbivudine,68,-1.62,-1.11,242.23,99.099998,4,0,-1.11,-1.12,3,5,8,149.89,229.62,3.2017922,1.2321,1.2321,58675.371,Cc1cn(c(=O)[nH]c1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O
Deflazacort,68,-4.1199999,2.02,441.51999,102.26,5,0,2.02,2.02,1,7,8,301.48999,418.98999,4.1870584,4.0804,4.0804,194939.91,CC1=N[C@@]2([C@H](O1)C[C@@H]3[C@@]2(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)COC(=O)C
L-Arginine,68,-0.33000001,-1.29,174.2,127.72,6,1,-4.79,-4.7800002,4,6,10,116.96,201.67999,3.3571649,22.944099,22.944099,30345.639,C(C[C@H](C(=O)O)N)CN=C(N)N
Prazosin,68,-3.1900001,0.037599999,383.39999,106.95,4,0,-0.23999999,-0.0081700003,1,7,8,248.33,375.62,5.2599783,0.8836,0.057599999,146995.56,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)c4ccco4
Eplerenone,69,-3.6800001,1.05,414.48999,82.199997,2,0,1.05,1.05,0,6,6,287.76999,378.97,4.0432744,1.1024998,1.1024998,171801.95,C[C@]12CCC(=O)C=C1C[C@H]([C@@H]3[C@]24[C@H](O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC
Mifepristone,69,-6.3499999,5.2600002,417.57999,40.540001,3,1,5.2199998,5.25,1,3,4,308.69,410.04999,4.4023833,24.700897,27.248398,174373.05,C[C@]12C[C@@H](C3=C4CCC(=O)C[C@@H]4CC[C@H]3[C@@H]1CC[C@]2(C#C)O)c5ccc(cc5)N(C)C
Naratriptan,69,-3.29,1.35,335.45999,73.580002,4,0,-1.58,-1.0700001,2,3,5,228.09,324.09,5.2105083,2.9929001,2.4964001,112533.41,CNS(=O)(=O)CCc1ccc2c(c1)cc([nH]2)C3CCN(CC3)C
Captopril,69,-1.27,0.27000001,217.28999,96.410004,4,0,-2.45,-3.1300001,2,4,6,146.8,222.97,2.9565353,2.2200999,6.0025001,47214.941,C[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)O
Brotizolam,70,-4.4499998,2.3399999,393.69,71.309998,1,0,2.3399999,2.3399999,0,3,3,226.37,314.75,3.6964176,5.4755998,5.4755998,154991.81,Cc1nnc2n1-c3c(cc(s3)Br)C(=NC2)c4ccccc4Cl
Baclofen,70,-1.9299999,1.77,213.66,63.32,5,0,-0.73000002,-0.73000002,2,3,5,142,211.48,3.072387,0.54760003,0.53290004,45650.598,c1cc(ccc1[C@H](CCC(=O)O)N)Cl
Flecainide,70,-3.1500001,2.9000001,414.34,59.59,7,0,-0.13,0.19,2,4,6,241.81,356.64999,4.5327826,0.0361,0.016899999,171677.63,c1cc(c(cc1OCC(F)(F)F)C(=O)NC[C@@H]2CCCCN2)OCC(F)(F)F
Eproxindine,70,-4.9499998,3.99,395.48999,66.730003,10,0,1.23,1.91,2,4,6,279.20001,403.12,5.2591381,0.8836,1.5129,156412.33,CCN(CC)C[C@H](CNC(=O)c1c(c2ccccc2n1c3ccccc3)OC)O
Nicainoprol,70,-3.25,1.75,369.45999,74.690002,8,0,-0.86000001,-0.1,2,5,7,254.84,370.79999,4.573164,1.6128999,0.7396,136500.69,CC(C)NC[C@@H](COc1cccc2c1N(CCC2)C(=O)c3cccnc3)O
Acetyldigitoxin,70,-4.0500002,3.0999999,806.97998,188.89999,13,2,3.0999999,3.0999999,4,14,18,560.46002,757.94,8.0464296,9.6099997,9.6099997,651216.69,C[C@@H]1[C@H]([C@H](C[C@H](O1)O[C@@H]2[C@H](O[C@@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)OC(=O)C)O
Digoxin,70,-3.5999999,0.85000002,780.94,203.06,13,3,0.85000002,0.85000002,6,14,20,536.09998,728.29999,7.985044,0.72250003,0.72250003,609867.31,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
Viloxazine,70,-1.34,1.1,237.28999,39.720001,5,0,-0.52999997,0.28999999,1,4,5,166.35001,237.92999,3.7222481,1.9880999,0.28089997,56306.539,CCOc1ccccc1OC[C@H]2COCCN2
Rifampin,70,-2.3900001,1.09,822.94,220.14999,10,3,-1.1799999,-1.4299999,6,15,21,563.20001,820.17999,6.0898452,1.5876,1.3923999,677230.25,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C\[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(/C(=O)Nc(c2O)c(c3O)/C=N/N5CCN(CC5)C)\C)C)O)C)O)C)OC(=O)C)C)OC)C)O
Rifapentine,70,-2.95,2.5799999,877.03003,220.14999,11,3,0.2,0.074699998,6,15,21,604.35999,863.52002,6.1648741,0.010000001,0.040000003,769181.69,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)Nc(c2O)c(c3O)/C=N/N5CCN(CC5)C6CCCC6)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O
Carbamazepine,70,-3.48,2.6700001,236.27,46.330002,0,0,2.6700001,2.6700001,1,1,2,150.23,224.22,3.310982,7.1289005,7.1289005,55823.516,c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N
Deferasirox,70,-3.4200001,0.76999998,373.35999,98.739998,2,0,-0.82999998,-1.63,3,7,10,227.39999,332.44,4.5450916,0.00077283994,0.68889999,139397.67,c1cc(ccc1C(=O)O)N2/C(=C/3\C=CC=CC3=O)/N/C(=C/4\C=CC=CC4=O)/N2
Irbesartan,70,-5.7600002,4.5100002,428.53,87.129997,7,0,2.71,2.54,1,5,6,285.37,411.32001,4.5601082,11.0224,7.3441,183637.95,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5
L-5-hydroxytryptophan,70,-0.81999999,-0.13,220.22,99.339996,5,1,-2.6300001,-2.6400001,4,4,8,138.22,216.58,3.0427535,6.9169006,6.9169006,48496.848,c1cc2c(cc1O)c(c[nH]2)C[C@H](C(=O)O)N
Almotriptan,70,-3.6500001,1.89,335.45999,64.790001,6,0,-0.75999999,-0.016899999,1,3,4,227.75,328.07999,4.2648644,1.2996,0.5776,112533.41,CN(C)CCc1c[nH]c2c1cc(cc2)CS(=O)(=O)N3CCCC3
Esomeprazole,70,-3.95,2.1700001,345.42001,96.309998,5,0,2.1600001,2.1600001,1,5,6,228.78,340.64999,5.2374406,4.4520993,4.6656003,119314.98,Cc1cnc(c(c1OC)C)C[S@](=O)c2[nH]c3ccc(cc3n2)OC
Busulfan,70,-1.55,-0.51999998,246.3,103.5,7,0,-0.51999998,-0.51999998,0,6,6,147.14,226.11,3.6170871,0.27039999,0.27039999,60663.691,CS(=O)(=O)OCCCCOS(=O)(=O)C
Topiramate,70,-4.0300002,2.97,339.35999,123.92,3,0,2.97,2.97,1,8,9,212.31,303.84,3.6752641,8.8209,8.8209,115165.2,CC1(O[C@@H]2CO[C@@]3([C@@H]([C@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C
Dantrolene,70,-5.4400001,1.4299999,314.25,120.73,4,0,1.4,1.25,1,5,6,182.47,287.85999,4.7728701,2.0163999,1.9599999,98753.063,c1cc(ccc1c2ccc(o2)/C=N/N3CC(=O)NC3=O)[N+](=O)[O-]
